Crop,Variety,Region,Season,Soil_Type,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield
Wheat,Hard Red,Rajasthan,Rabi,Peaty,80.8861219,14.95473996,54.0090318,25.82931931,48.12128438,7.480252144,295.9011394,4646.42
Tomato,Cherry,Tamil Nadu,Rabi,Silt,46.41164557,63.95267066,69.33600096,18.61451721,47.23658522,5.794865831,61.24263013,29774.3
Sugarcane,Co 86032,Andhra Pradesh,Rabi,Saline,54.04948982,26.82054309,45.11283882,16.58913454,41.57355429,6.194090746,124.9418995,52302.21
Wheat,Soft Red,Uttar Pradesh,Rabi,Sandy,33.67747303,89.65192295,75.39728335,13.24073472,38.53184719,6.101351619,87.64787892,4184.89
Potato,Russet,Madhya Pradesh,Rabi,Clay,37.83230857,68.3075444,19.53682255,17.59993893,92.09486209,6.533839671,346.2588028,26879.55
Rice,Jasmine,Tamil Nadu,Kharif,Sandy,108.5844668,83.61385948,30.42811471,44.86949457,74.67668537,5.113933317,124.5755077,4853.41
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Loamy,86.46936248,18.24216797,14.55224428,22.78676984,89.94635183,4.561208203,94.80285861,80673.77
Rice,Basmati,Andhra Pradesh,Zaid,Sandy,26.53379214,11.43437932,46.94948607,34.90816855,35.14114111,7.060588645,364.0372875,3657.19
Wheat,Soft Red,Punjab,Rabi,Sandy,22.47728807,15.60443599,95.7936462,34.85691639,45.68369458,5.535655321,251.714601,4428.69
Maize,Sweet,Madhya Pradesh,Zaid,Peaty,45.77022604,20.89536767,70.67155095,24.90738217,85.47416871,7.652209824,385.2059662,5247.71
Tomato,Roma,Tamil Nadu,Rabi,Peaty,6.081787819,11.1988521,58.30969813,21.67215599,97.77504217,5.446819041,102.5106223,21283.32
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Loamy,48.54223573,59.29914899,37.30998216,41.25433962,70.85942496,6.996345277,169.544255,96301.05
Sugarcane,Co 0238,Tamil Nadu,Kharif,Peaty,27.12795754,19.14187531,18.72335615,12.84171912,37.52244501,7.590684394,88.3578086,58168.76
Maize,Flint,Rajasthan,Kharif,Loamy,86.10369648,89.16487347,36.26424516,40.90453984,68.53489025,6.862046021,329.4852379,7707.81
Potato,Red,West Bengal,Rabi,Peaty,76.5762188,43.19273058,29.76619084,29.00251519,61.04196925,5.798838477,172.0953501,24663.53
Rice,Basmati,Andhra Pradesh,Kharif,Silt,81.61450447,31.29054944,31.64380871,11.87635886,57.32497823,5.106389324,286.3541585,5608.19
Sugarcane,Co 0238,Karnataka,Kharif,Silt,9.329517884,61.5925203,15.68854359,31.43593961,78.71412533,7.212975034,331.5345412,81882.14
Sugarcane,Co 86032,Karnataka,Rabi,Clay,108.7893491,54.69888434,46.60439282,38.05625418,92.65597297,4.682856564,21.70756414,66267.53
Tomato,Cherry,Karnataka,Zaid,Saline,80.05053807,11.18033765,82.64971591,24.60248144,33.22192246,6.007566867,135.2693791,20782.75
Tomato,Beefsteak,Tamil Nadu,Rabi,Sandy,61.13647632,81.46371893,47.02185524,40.50604566,78.15296233,6.988094484,96.41662822,30792.01
Potato,Yukon Gold,Punjab,Rabi,Peaty,124.6478941,56.45327667,40.18064363,37.46035634,98.94372929,7.793784067,28.39529309,25593.48
Wheat,Hard Red,Punjab,Rabi,Clay,83.30466934,30.25617194,36.44114336,27.37314321,68.76384213,8.243867371,386.5222414,6069.93
Tomato,Beefsteak,Maharashtra,Kharif,Loamy,45.18236212,74.62317547,67.91965785,28.58289903,51.24321582,7.832138142,369.421755,44367.55
Tomato,Beefsteak,Maharashtra,Rabi,Silt,117.8106616,38.25860457,16.32613819,26.73364006,92.54284697,7.757308325,173.8471211,33101.61
Maize,Dent,Karnataka,Rabi,Saline,31.7812266,62.0121677,41.74481069,43.49136018,84.96758527,6.150389738,153.172215,4610.03
Sugarcane,Co 99004,Tamil Nadu,Kharif,Silt,31.64155594,66.28163131,71.54714444,26.08423315,94.33019569,5.035183632,261.6771371,97543.26
Wheat,Hard Red,Haryana,Rabi,Peaty,145.9112567,43.35076686,42.93700853,29.9951364,71.01581489,5.325608024,80.21035294,4635.97
Sugarcane,Co 99004,Uttar Pradesh,Kharif,Clay,93.05197823,68.27262981,65.8876863,35.15356461,76.44244501,6.082370042,145.5159226,108488.05
Tomato,Cherry,Maharashtra,Zaid,Silt,120.3184985,18.30945858,51.67869714,11.8978171,57.40372775,8.223745277,105.379306,25456.94
Maize,Dent,Maharashtra,Rabi,Sandy,18.55345108,21.75754281,71.94607395,17.01171945,88.29543206,5.820834498,115.3253599,4889.43
Rice,Arborio,Punjab,Zaid,Clay,22.83899882,55.02281369,70.62413954,37.4089933,94.8147392,5.936073313,36.46546898,4602.17
Rice,Basmati,Uttar Pradesh,Zaid,Loamy,19.24521814,31.7152326,40.58598796,39.54152412,84.05188677,6.015413099,37.16273792,3608.59
Tomato,Roma,Tamil Nadu,Rabi,Saline,134.2871162,10.84395965,30.45405013,43.88143378,54.56314645,4.994252081,63.68631015,20395.1
Rice,Jasmine,Punjab,Kharif,Silt,75.30647356,31.27114069,66.01044555,37.18147684,91.32116657,4.725574408,121.3148933,5525.19
Wheat,Soft Red,Madhya Pradesh,Rabi,Sandy,77.79952571,31.62341378,21.27944256,30.11544503,98.78918763,5.705264644,187.4355871,4026.29
Wheat,Durum,Rajasthan,Rabi,Saline,119.2241093,5.869292283,84.30436678,33.9701178,81.22403046,6.52758853,147.5986838,3209.66
Potato,Yukon Gold,Punjab,Rabi,Peaty,11.86886816,29.89669305,99.61401708,23.82512418,32.39221773,5.616587185,191.0755656,25566.71
Sugarcane,Co 99004,Uttar Pradesh,Kharif,Clay,66.16003302,79.15692409,30.9432084,42.30304109,40.73299433,4.900657955,178.4904068,88503.19
Sugarcane,Co 86032,Karnataka,Rabi,Saline,26.09505117,44.90178566,45.54420368,25.49414608,60.16447107,5.282645691,171.0139625,52699
Sugarcane,Co 86032,Andhra Pradesh,Kharif,Silt,80.44261146,17.97192336,77.5561126,36.68608667,40.41358581,7.708007715,108.4742872,88481.88
Rice,Jasmine,West Bengal,Kharif,Peaty,9.650717877,55.78922859,87.43583221,16.61897977,52.73487009,6.244440956,141.823812,4868.79
Wheat,Hard Red,Punjab,Rabi,Saline,14.88418772,44.34487927,95.28801034,37.50601093,93.56965597,6.258326365,180.0996883,4120.13
Rice,Jasmine,West Bengal,Kharif,Peaty,104.5151082,15.35098409,26.65811407,13.55942202,90.07003411,8.47202032,193.8169109,4765.52
Maize,Dent,Karnataka,Zaid,Peaty,9.758995553,20.81043198,89.47889986,22.98499149,81.65227291,5.358178332,309.1082476,5524.2
Tomato,Beefsteak,Maharashtra,Rabi,Silt,28.81897595,19.33026468,38.27733228,30.11807555,43.61958388,5.987580923,274.0737308,32090.65
Potato,Russet,Punjab,Zaid,Clay,39.79269132,65.34503501,14.63866794,38.91197571,89.5594853,6.276393118,159.1164317,24179.69
Potato,Red,Punjab,Rabi,Sandy,9.332928296,74.80023111,44.04946835,35.05058058,92.9226925,7.651073767,186.3906448,22588.16
Tomato,Beefsteak,Madhya Pradesh,Rabi,Saline,133.2730366,48.98186705,22.7578771,40.03521314,93.07980079,8.202208406,279.0236052,24793.96
Wheat,Hard Red,Rajasthan,Rabi,Saline,78.32861706,49.03288388,25.32118034,36.54519878,87.46445439,8.202806567,180.5611184,3312.57
Tomato,Cherry,Madhya Pradesh,Kharif,Peaty,48.80257184,67.6477201,49.07274155,28.64363634,36.60479412,7.769387587,20.11897292,23453.65
Sugarcane,Co 0238,Maharashtra,Kharif,Peaty,99.5063986,10.48672887,88.21089851,21.91768674,62.76744518,5.908027035,24.69008478,80204.11
Maize,Sweet,Maharashtra,Kharif,Silt,133.6686733,57.80833033,10.50146449,27.57472895,90.77870311,5.792284964,103.1863388,6192.29
Sugarcane,Co 0238,Tamil Nadu,Kharif,Saline,118.4433157,18.6028297,90.91195742,16.41577792,95.5767659,5.335552556,229.8644141,77387.5
Rice,Arborio,Punjab,Kharif,Saline,49.67017635,78.84320048,35.82190697,34.99514808,60.07407376,6.866442509,128.1396138,5189.09
Sugarcane,Co 0238,Maharashtra,Kharif,Sandy,36.18723969,30.15312734,32.90653553,33.50206906,72.73352715,4.619811437,277.6817854,67990.39
Maize,Flint,Madhya Pradesh,Zaid,Loamy,111.4283726,73.48518096,33.42316361,33.74242266,81.04859852,6.957676697,116.414953,6327.27
Wheat,Hard Red,Rajasthan,Rabi,Peaty,26.76201028,63.12163192,11.61264883,34.67807162,83.44477318,6.922875212,126.8038523,3281.29
Tomato,Beefsteak,Tamil Nadu,Zaid,Silt,37.94202807,7.913813949,22.14897268,33.39369737,82.15320931,5.536142879,331.2458499,30715.46
Potato,Russet,West Bengal,Zaid,Silt,146.3878524,22.67693831,39.23977988,41.59010603,52.10450123,5.459509576,392.9890972,28163.31
Tomato,Beefsteak,Andhra Pradesh,Rabi,Loamy,126.8774973,76.00806484,61.18577403,12.38452935,32.90784375,6.102018501,271.464466,47907.54
Tomato,Cherry,Maharashtra,Rabi,Clay,118.6053587,38.76766307,53.83867785,17.1519682,74.84774912,7.854295943,305.9182419,34433.23
Maize,Sweet,Karnataka,Zaid,Saline,49.3064208,12.08660814,81.01285492,36.02287153,72.60200119,6.975797534,160.2545109,4059.38
Potato,Yukon Gold,Punjab,Zaid,Sandy,147.3776002,18.10279112,85.09697624,27.81567237,90.93319694,4.736342887,134.1519596,25643.35
Rice,Arborio,Punjab,Kharif,Clay,97.27339496,73.26024801,64.70338295,27.86535902,79.04255204,5.609261259,296.6939056,8752.99
Maize,Sweet,Madhya Pradesh,Rabi,Saline,100.9125784,51.71831063,52.33697708,25.65080064,54.57377861,6.621651417,240.6291297,5671.76
Potato,Yukon Gold,West Bengal,Zaid,Silt,88.78280205,34.75728566,60.60386555,36.95042349,86.68422538,4.664086816,80.090564,25139.45
Tomato,Beefsteak,Andhra Pradesh,Kharif,Silt,60.4633555,25.61898839,16.4833397,15.37658974,58.76649547,8.45008317,361.6454092,35541.27
Sugarcane,Co 0238,Tamil Nadu,Kharif,Peaty,60.19199493,59.51200248,43.26917428,35.60018023,61.48100254,6.486456852,334.4177578,96047.69
Wheat,Durum,Punjab,Rabi,Loamy,9.028974354,83.57902137,26.82320013,13.5839227,39.22607346,5.950385517,164.2777054,4924.45
Potato,Red,Madhya Pradesh,Rabi,Loamy,88.79893191,41.04177401,17.30387599,26.17190742,77.7938352,5.982819453,96.93186055,26447.17
Potato,Yukon Gold,Uttar Pradesh,Rabi,Peaty,70.86667223,51.3145569,98.77383155,35.14152549,48.2361051,6.265854879,298.6087603,35216.47
Maize,Dent,Maharashtra,Zaid,Sandy,147.2363736,59.14484865,18.83843848,31.26917355,65.28238038,7.309464917,304.1041881,6759.23
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Sandy,26.01033531,40.62390561,49.49286289,37.54955324,46.24184004,5.825843563,341.525126,74390.57
Sugarcane,Co 99004,Andhra Pradesh,Kharif,Loamy,116.9224071,12.95501254,18.65926071,11.91522796,47.47017129,8.485161011,296.4694029,106305.82
Rice,Basmati,Tamil Nadu,Kharif,Peaty,90.91575336,31.24734712,90.05739741,15.65354642,73.63031649,7.337060397,399.1780286,6302.88
Maize,Flint,Maharashtra,Kharif,Loamy,96.90405825,67.07931907,72.93950238,20.67828513,81.27429904,5.149450526,224.3057512,8928.56
Sugarcane,Co 86032,Karnataka,Kharif,Saline,12.52224666,29.39550503,22.55344067,44.3731369,61.91884023,5.847152829,190.1138441,53061.67
Potato,Russet,Uttar Pradesh,Rabi,Clay,87.37584637,6.231429326,21.52687379,29.23532332,41.3120448,6.674501599,208.3343625,26540.86
Potato,Yukon Gold,Uttar Pradesh,Zaid,Saline,34.92530853,19.13465126,65.186918,15.19003806,62.97730352,8.294991979,89.03537878,15840.84
Tomato,Cherry,Tamil Nadu,Kharif,Saline,54.75730747,24.26158894,30.47610717,18.39779112,55.75595365,5.914913168,140.6377876,20641.2
Tomato,Beefsteak,Maharashtra,Zaid,Saline,46.69847932,50.07096363,92.8908875,29.29139377,67.46344756,7.366860496,310.724574,27634.45
Wheat,Soft Red,Haryana,Rabi,Loamy,102.2265309,49.72500081,42.0763493,39.20180342,56.43133292,6.633280177,189.4483845,6295.71
Sugarcane,Co 99004,Uttar Pradesh,Kharif,Clay,18.49455463,9.533300833,78.98248842,26.14021063,94.07081698,6.389003799,153.5712993,85396.36
Tomato,Beefsteak,Karnataka,Zaid,Sandy,16.1427782,59.81664594,62.96885781,12.61455348,49.08440579,6.613899561,397.6919594,29981.02
Rice,Jasmine,Andhra Pradesh,Kharif,Sandy,131.2656947,17.9713578,37.14620559,12.85083317,71.07015162,6.66625255,150.8123516,4956.83
Maize,Dent,Rajasthan,Kharif,Clay,38.06811868,38.27299687,86.74522416,31.83718635,60.67634995,8.06278388,237.9688889,6722.43
Sugarcane,Co 0238,Tamil Nadu,Rabi,Sandy,5.065815625,84.09154388,82.47842772,12.87426623,31.79068341,7.237334951,78.37127371,61811.66
Tomato,Beefsteak,Maharashtra,Zaid,Loamy,137.0177725,17.06429309,98.33886887,26.1325924,61.83399389,4.930038535,164.6119741,34888.48
Wheat,Hard Red,Madhya Pradesh,Rabi,Saline,60.59687375,53.83139668,68.12300026,29.23193017,72.84232916,5.335262782,224.4503951,4171.2
Tomato,Beefsteak,Madhya Pradesh,Kharif,Loamy,84.34068168,79.46477071,52.55498247,34.41900356,54.61859741,6.995949628,129.5705977,42758.18
Tomato,Beefsteak,Madhya Pradesh,Rabi,Clay,140.7191982,89.48955546,20.74009675,33.94222783,56.17353063,7.251702703,159.587446,35109.37
Rice,Arborio,Uttar Pradesh,Kharif,Clay,30.04887369,5.257955006,20.21371372,20.45291379,53.66191442,7.815994301,368.7511051,5327.68
Wheat,Durum,Rajasthan,Rabi,Sandy,87.35463584,48.02668053,19.30822853,26.60342531,39.04437154,8.133025179,163.80679,3260.58
Sugarcane,Co 86032,Andhra Pradesh,Rabi,Saline,33.52406757,73.42668884,84.80835161,31.89465686,86.91673176,7.680769981,367.9823656,67970.16
Wheat,Hard Red,Uttar Pradesh,Rabi,Loamy,17.91502335,75.79030043,20.47278556,16.27700953,45.55107453,5.851087935,378.1297178,6058.74
Rice,Jasmine,Punjab,Kharif,Sandy,70.48692096,40.36362472,14.77450491,31.60792425,61.24836879,7.879299141,126.7729583,4470.51
Sugarcane,Co 86032,Maharashtra,Kharif,Sandy,39.94232856,48.35432746,86.16493556,39.99716461,87.37465054,5.419063309,260.393938,77028.22
Potato,Yukon Gold,Uttar Pradesh,Rabi,Silt,43.40498056,73.60294859,53.09374737,16.89035416,59.81393961,7.280972001,254.7692295,34914.41
Tomato,Cherry,Karnataka,Rabi,Clay,28.12041838,35.07765548,29.93798709,21.22644535,44.95051553,6.712337142,26.08963289,21373.19
Maize,Flint,Madhya Pradesh,Kharif,Clay,32.39550657,21.63741545,56.65382819,35.77849752,87.89801759,5.054162899,231.7934621,5853.64
Sugarcane,Co 99004,Karnataka,Kharif,Loamy,78.90749712,16.30069118,69.18801722,30.24673127,77.64957865,8.373170112,71.08013425,90181.53
Potato,Russet,Madhya Pradesh,Rabi,Silt,140.1038189,38.51413,80.1297941,16.82032202,64.95552794,8.132899713,227.8010736,31332.08
Wheat,Hard Red,Haryana,Rabi,Clay,58.82484274,37.07850986,16.59773557,35.64399922,97.87490301,6.44329416,395.1495529,6257.39
Wheat,Soft Red,Haryana,Rabi,Peaty,55.74452227,7.393951924,78.05553371,21.69906182,67.74765024,5.332670614,145.2432058,4321.53
Maize,Sweet,Madhya Pradesh,Kharif,Saline,78.54414299,19.60211849,84.35956535,39.24871777,91.43869068,5.293676374,117.6725154,4595.2
Potato,Red,Haryana,Rabi,Sandy,49.63289541,52.19143037,67.25626023,39.01094185,69.90872235,6.06701234,313.7011176,28201.84
Maize,Dent,Uttar Pradesh,Rabi,Sandy,73.75647303,17.45645521,21.19262334,44.98498912,81.43518241,6.188459028,317.0676863,6766.52
Maize,Dent,Madhya Pradesh,Kharif,Saline,105.0766412,27.42510917,15.83917854,36.45553635,33.21365222,7.978771331,22.76793671,4175.41
Rice,Basmati,Punjab,Kharif,Saline,42.92298913,70.09075109,52.76128036,43.15156829,52.30296645,5.257498188,334.7172189,4451.32
Potato,Red,Punjab,Rabi,Sandy,63.22064435,21.23319532,95.92659626,41.24798709,85.85934836,5.82641571,166.43565,25350.92
Rice,Basmati,Tamil Nadu,Kharif,Loamy,49.21227766,22.89122793,80.20739691,15.89220892,41.73784466,6.287188638,360.493074,5977.85
Maize,Sweet,Maharashtra,Zaid,Clay,94.13201877,44.61996734,50.27878763,11.20578642,90.04407993,5.388531911,150.7756305,5663.31
Potato,Russet,Uttar Pradesh,Rabi,Saline,129.1394395,18.86848512,25.23895209,17.81450721,89.29270428,5.572213276,101.2194397,18908.12
Rice,Jasmine,West Bengal,Kharif,Saline,31.17904772,65.21609694,78.53210939,26.44666058,37.13990875,8.380926929,348.3688674,4537.36
Maize,Dent,Karnataka,Kharif,Peaty,135.4434001,87.60426398,13.15121105,38.00344663,42.97416482,7.344961056,158.6885044,7114.39
Sugarcane,Co 0238,Andhra Pradesh,Kharif,Sandy,46.40652173,22.34306924,87.47269293,15.27292591,56.79021557,7.396778709,42.23450231,69012
Sugarcane,Co 99004,Andhra Pradesh,Kharif,Clay,62.17138458,47.64506387,18.66689874,17.44619814,87.72443004,7.97509367,273.5888518,93168.27
Maize,Dent,Maharashtra,Rabi,Clay,89.02385485,53.35495271,37.58913182,33.14817972,62.64727266,8.430431106,75.05368481,6059.14
Sugarcane,Co 99004,Tamil Nadu,Rabi,Silt,76.37684995,81.76064332,60.34212098,16.54862024,91.11010331,5.454555761,153.7859677,98179.29
Rice,Jasmine,Tamil Nadu,Kharif,Peaty,34.3421685,63.5528966,20.72832759,43.04991455,49.780177,7.860689696,321.0079191,4973.19
Maize,Flint,Rajasthan,Zaid,Clay,87.21531788,29.40411829,36.64210758,32.76105811,31.55757144,5.996115673,115.446916,5256.19
Potato,Russet,Uttar Pradesh,Rabi,Clay,117.1190902,81.49351851,95.78322339,13.94832061,64.58894555,8.049495269,32.31111043,28854.49
Maize,Dent,Karnataka,Kharif,Loamy,69.44068577,29.810544,88.57427122,19.88429991,76.35728911,6.479517938,118.1621518,8466.23
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Loamy,113.3412246,46.61037062,65.86159739,39.9052978,96.0590529,6.406248581,389.9012955,118983.6
Maize,Flint,Madhya Pradesh,Zaid,Clay,120.5091164,83.74340906,62.50360336,30.30554818,52.98704378,7.811762443,201.7260705,7038.77
Potato,Yukon Gold,West Bengal,Zaid,Saline,102.2381327,26.38159981,76.84757742,14.38366339,37.68622011,6.749707909,199.4865305,23461.14
Tomato,Roma,Tamil Nadu,Zaid,Silt,107.0649358,80.0690524,75.96377555,39.96981922,45.80280265,5.669813782,170.6428837,39480.21
Potato,Yukon Gold,Madhya Pradesh,Rabi,Loamy,38.88145036,5.979881704,78.02275408,31.11876041,52.69457052,5.148010312,372.5474335,29124.72
Rice,Arborio,Andhra Pradesh,Kharif,Clay,124.5783459,59.03452132,43.17612502,20.81147133,61.05387433,7.757869654,199.7718542,6678.94
Sugarcane,Co 99004,Maharashtra,Kharif,Silt,118.0003695,39.32718777,58.19756098,18.37782352,71.54138238,5.965128178,202.7102186,107458.39
Rice,Basmati,Uttar Pradesh,Kharif,Peaty,103.3134616,35.67487222,56.93580312,36.35264325,83.3430522,7.041549888,31.68631487,4604.32
Maize,Sweet,Uttar Pradesh,Zaid,Saline,22.92046416,22.40209504,77.01355394,34.13788798,38.15576273,6.049634098,68.23714906,3530.62
Rice,Arborio,Andhra Pradesh,Zaid,Loamy,36.35419353,28.34049561,96.97810253,27.85240277,92.7576743,5.903388068,113.4410123,5221.4
Wheat,Soft Red,Rajasthan,Rabi,Sandy,48.14485988,29.76726781,11.26993582,29.95622406,85.63053728,8.072788556,126.9868061,3081.72
Rice,Basmati,Andhra Pradesh,Zaid,Loamy,142.706756,88.95593001,96.1266836,21.46573971,99.39023578,7.335325285,148.9455397,6119.89
Tomato,Cherry,Madhya Pradesh,Zaid,Saline,127.9370502,77.39996262,89.05994762,40.06729076,89.01983085,7.290437252,47.18165393,20259.44
Maize,Sweet,Rajasthan,Rabi,Saline,128.1923142,30.88022392,21.36630546,41.28437943,55.1166364,7.682681479,274.018851,4498.46
Wheat,Soft Red,Haryana,Rabi,Sandy,107.7855297,60.41095578,35.74797231,34.60944226,46.5576477,8.064561174,175.3979783,4962.58
Wheat,Soft Red,Madhya Pradesh,Rabi,Sandy,82.70253586,83.55278366,51.04343221,16.19879097,85.01767246,6.35948084,72.00662927,4311.44
Rice,Jasmine,Uttar Pradesh,Kharif,Clay,39.71003785,39.11574597,88.88271974,27.61898263,66.97005962,6.869037971,117.4873994,5527.21
Tomato,Roma,Karnataka,Kharif,Loamy,46.281626,55.56599613,79.85190287,19.61429125,98.26200612,6.766379894,199.758814,40346.36
Potato,Russet,West Bengal,Rabi,Saline,31.86392896,58.76683218,23.31837911,11.08739669,97.96681207,4.614006589,38.49191427,14469.89
Maize,Flint,Rajasthan,Kharif,Peaty,83.30202402,64.95952666,72.02556384,18.3201045,49.82120334,4.766048012,263.7216885,6637.81
Wheat,Soft Red,Punjab,Rabi,Sandy,27.40046227,84.02533588,50.30992396,33.41708343,97.92466655,6.936703488,225.3928883,4482.42
Rice,Jasmine,Andhra Pradesh,Kharif,Saline,111.6465915,52.31572626,49.511033,43.14788865,71.21287234,6.150999033,156.0802174,4582.7
Tomato,Roma,Andhra Pradesh,Kharif,Silt,104.1311034,26.55495143,19.70577703,14.74959892,68.47526285,5.842144069,215.3798481,35782.62
Sugarcane,Co 99004,Uttar Pradesh,Rabi,Clay,12.2922774,86.75059767,32.81837197,41.58123283,54.99251245,6.333938864,172.5945457,85767.29
Maize,Dent,Karnataka,Kharif,Clay,54.89460657,81.38318837,96.56052563,10.74799711,68.06600692,6.235842221,144.9433092,8097.36
Rice,Jasmine,Uttar Pradesh,Kharif,Sandy,37.19744702,24.46554752,19.97290336,31.51401815,54.93321155,6.833204128,243.8706522,4530.17
Wheat,Hard Red,Rajasthan,Rabi,Silt,49.43682714,69.04879514,46.08289521,13.2536065,69.99752482,7.074887491,142.9171978,4606.35
Tomato,Roma,Karnataka,Rabi,Clay,134.0116392,48.76909489,28.39320196,14.19275237,39.3912502,7.112380991,266.6110247,35767.9
Wheat,Soft Red,Haryana,Rabi,Peaty,12.20017201,87.44703045,13.55107747,34.48675596,78.79220192,5.289118865,75.02255296,3811.89
Wheat,Durum,Punjab,Rabi,Clay,8.937067085,31.51885284,35.75430903,27.62385135,88.10145013,5.912817018,360.1871064,4334.3
Maize,Flint,Madhya Pradesh,Rabi,Sandy,42.69495833,80.02547584,21.64777806,40.40715671,34.9596039,7.024017754,231.9302246,5626.15
Maize,Sweet,Karnataka,Kharif,Saline,139.6452539,59.92343176,44.71589426,37.73143508,45.00077834,7.030110004,331.73042,5964.6
Maize,Dent,Maharashtra,Kharif,Loamy,104.6468646,28.68283563,61.01614989,15.89142044,62.71585898,7.487325332,206.2513834,8310.01
Rice,Jasmine,Andhra Pradesh,Kharif,Peaty,36.59340424,87.31078748,25.46971337,30.68282363,77.01760962,7.239542019,198.2534358,4767.36
Rice,Arborio,West Bengal,Kharif,Peaty,140.3336561,36.8997572,68.20900398,16.95680052,60.95550762,4.742393924,160.0955905,6219.17
Maize,Flint,Maharashtra,Kharif,Loamy,97.33720838,6.565280509,17.35755151,31.42130141,52.93546964,5.955673794,382.4182906,7533.82
Rice,Basmati,Andhra Pradesh,Kharif,Saline,57.00280047,49.69355782,60.12472483,20.54282635,92.68951593,5.831501094,85.88124655,3490.61
Potato,Yukon Gold,Punjab,Rabi,Sandy,95.40382694,57.2712319,82.95105781,39.52164359,98.90802444,7.663830615,155.7051925,31304.37
